vacancy_id,vacancy_name,company_name,company_dept,area,address,latitude,longitude,salary_from,salary_to,salary_currency,salary_gross,publication_time,last_changed,schedule,req,resp,cond,skills
71564767,Аналитик данных (Департамент продаж),Первый Дом Консалтинга ЧТО ДЕЛАТЬ КОНСАЛТ,,1,"Москва, Мишина улица, 56",55.798874,37.560413,,,,,2022-11-23 11:20:29,2022-11-23 12:14:35,FULL_DAY,"Знание языков программирования: консоль запросов 1С, знания в области структурированных запросов (SQL), обработки данных (OLAP и др). ","...голосовая аналитика), аналитика конкурентов. Выполнение работ по формированию, ведению и поддержке актуальной Базы Данных (БД). Осуществление сбора и подготовки данных...",Официальное трудоустройство по ТК РФ. График работы: 5/2. 9.00 - 18.00. Формат работы: гибрид. Обучение и развитие за...,
71503885,Аналитик данных,«РОСБАНК»,«РОСБАНК»,1,,,,,,,,2022-11-21 07:27:53,2022-11-21 08:40:30,REMOTE,"Знание SQL (запросы, join, подзапросы, оконные функции, временные таблицы, агрегатные функции, условия, фильтры, сортировка, оптимизация запросов). DBeaver / Apache HIVE, GreenPlum. ",...массивов данных. Построение стратегических прогнозов и рекомендаций по эффективности вводимых тарифов и внедряемых продуктов. Написание алгоритмов автоматизации сбора данных из...,Полностью дистанционный формат работы – это возможность работать из любой точки РФ. Стабильный и прозрачный доход: зарплата и премии по результатам...,
71644645,Главный эксперт по анализу данных (data analyst/data scientist/аналитик данных),АК АЛРОСА,,1,,,,,,,,2022-11-22 02:16:44,2022-11-22 02:16:44,FULL_DAY,"...аналитики данных. Владение стеком технологий: SQL, библиотеки Python для анализа данных (Pandas, Scikit-learn, Numpy и др.), средства визуализации данных...","...и интерпретация данных для поиска закономерностей и аномалий. Подготовка данных к моделированию, построение предиктивных моделей, анализ и визуализация данных. ","Работа в одной из крупнейших компаний как в России, так и во всем мире в рамках своей отрасли. ",
72676930,Аналитик данных (PostgreSQL),Аналитический центр при Правительстве Российской Федерации,,1,"Москва, проспект Академика Сахарова, 12",55.769145,37.643183,,,,,2022-11-21 10:03:28,2022-11-21 10:03:28,FULL_DAY,Высшее техническое образование. Опыт работы на позиции с аналогичным функционалом от 2х лет. Знание основ реляционных СУБД (PostgreSQL будет...,"Выполнение аналитики по данным, анализ потоков данных, выявление и разбор причин по возникновению ошибок качества данных. Выгрузка и обработка данных...",Работа над масштабными проектами в команде профессионалов. Оформление по ТК РФ; предоставление ДМС. Офис в центре Москвы.,
72321634,"Аналитик данных, Товарные рекомендации",Ozon Информационные технологии,Ozon Информационные технологии,1,,,,,,,,2022-11-21 10:21:28,2022-11-27 07:01:20,REMOTE,"Python, SQL, Grafana/Superset. Преимущество - опыт работы pyspark, airflow, clickhouse и базовое представление ml/ds алгоритмов. Python (базовый (классы, функции...","АБ тесты, их предстоит анализировать, делать выводы, помогающие принять эффективное решение в совершенствовании продукта. Дэшборды, автоматизация сбора метрик и их...","Динамичный и быстроразвивающийся бизнес, ресурсы, возможность сделать вместе лучший продукт на рынке e-commerce. Свободу действий в принятии решений. ",
72670953,Аналитик данных,Европлан,,1,"Москва, улица Коровий Вал, 5с1",55.728849,37.620321,,,,,2022-11-21 08:50:44,2022-11-21 11:08:59,FULL_DAY,"Понимание классических методов и алгоритмов машинного обучения, опыт их применения на практике. Навыки анализа данных, поиска закономерностей и отклонений. ","Поиск причин сильных отклонений ключевых метрик, точек роста и направлений развития продукта. Ad-Hoc аналитика для поддержки принятия продуктовых решений. ","Официальное оформление в штат компании с первого рабочего дня. Возможна работа из разных регионов России, удаленная работа. Добровольное медицинское страхование...",
72363279,Аналитик данных,Поток.Диджитал,,1,,,,,,,,2022-11-21 12:08:32,2022-11-22 06:38:45,FULL_DAY,Обладаешь опытом от 3-5 лет опыта решения аналогичных задач. Работаешь с Excel и SQL на продвинутом уровне. ,Готовить аналитику для управления балансом и финансовым результатом группы компаний Поток.Холдинга. Помогать руководителю и компании принимать решения на основе данных. ,"Разнообразный спектр задач, новый вызов каждый день. Командную работу с профессионалами в области данных, продакт-менеджмента и IT. ",
72461633,Аналитик данных,«МТС» ,«МТС» ,1,"Москва, улица Станиславского, 21с3",55.745341,37.662344,,,,,2022-11-21 06:49:54,2022-11-23 11:21:59,FULL_DAY,"Опыт работы аналитиком данных от 2 лет. Знание SQL и опыт работы с базами данных. Знание python (pandas, numpy и...","Вникать в суть проблем, с которыми сталкивается бизнес, и через анализ данных предлагать методы их решения. Проводить аналитические исследования и...",Оформление по ТК РФ с первого дня работы. Уровень заработной платы обсуждается на собеседовании. Работа в красивом современном офисе в...,
72671653,Аналитик данных в Управление стратегического маркетинга,Сбер для экспертов,Сбер для экспертов,1,,,,,,,,2022-11-21 09:00:22,2022-11-27 07:01:20,FULL_DAY,"6 По желанию – развитие в смежных компетенциях (data science, программирование, визуализация данных, и тд). Требования. Опыт прикладного эконометрического и статистического...",2 Анализ и статистическая обработка структурированных данных. 3 Руководство процессом создания эконометрических и прочих ML моделей . 4 Адаптация и приложение...,"График работы full time(смешанный: офис + удаленка). Мотивирующая система оплаты труда. Расширенный социальный пакет, корпоративные льготы (в т.ч. ",
67337786,"Аналитик данных, Ранжирование и аналитика поиска",Ozon Информационные технологии,Ozon Информационные технологии,1,,,,,,,,2022-11-21 10:21:29,2022-11-27 07:01:20,FULL_DAY,"Опыт работы в продуктовой аналитике данных от 2 лет. Глубокое знание методологии, опыт в проведении A/B тестов и статистическом...","...их положении в выдаче OZON, разработка и автоматизация пайплайнов обработки данных. Сама выдача формируется отчасти black-box ML алгоритмами, поэтому...","Динамичный и быстроразвивающийся бизнес, ресурсы, возможность сделать вместе лучший продукт на рынке e-commerce. Свободу действий в принятии решений. ",
